id_estudiante,nombre,era,parcial_1,parcial_2,engagement_hasta_p1,engagement_hasta_p2,parcial_1_modulos_unicos,parcial_1_temas_unicos,parcial_1_visitas,parcial_1_visitas_por_tema,parcial_1_tiempo_por_visita,promedio_ams,promedio_quices,reprobo
auto_059,[Anonimo],Presencial,3.03580938670248,2.6693218505350274,91.84043964150229,89.04951224773528,14,42,364,8.465116279069768,24.441321284075705,4.2618568109693005,4.121441006575138,0
auto_060,[Anonimo],Presencial,3.529030208267919,2.996084376154996,83.37483927046833,90.40719881632864,15,34,477,13.628571428571428,10.805710375559968,3.3896788327517737,2.9589506484055064,0
auto_061,[Anonimo],Presencial,4.286876430296044,3.953324161182716,69.68347174645821,70.10713925308205,19,42,499,11.604651162790697,18.1084565027831,5.0,4.276574578189605,0
auto_062,[Anonimo],Presencial,4.394371477520201,4.297145994459472,69.24608439120908,76.10297019539647,12,35,489,13.583333333333334,20.32566598395348,4.058865186586788,3.7258998509166137,0
auto_063,[Anonimo],Presencial,3.594223136635072,3.8290053487569256,78.55890654168914,98.65021667573464,18,34,276,7.885714285714286,21.612904518192682,4.665234442799409,4.961722897412477,0
auto_064,[Anonimo],Virtual,3.749880523699353,3.452418439095844,80.55821754321101,91.61427986952414,13,38,497,12.743589743589743,28.71874496497119,3.808971339853662,3.612692514990709,0
auto_065,[Anonimo],Hibrida,2.055686654590074,2.127018433403966,74.88773029752177,84.97381402985619,6,7,13,1.625,4.6646213414397115,2.5977661741540197,2.0085414847229646,1
auto_066,[Anonimo],Presencial,3.5500795594353733,4.233095398797937,78.73570408131462,79.4326108817682,18,31,305,9.53125,19.625559024384742,4.403681102711043,3.7643681296487403,0
auto_067,[Anonimo],Hibrida,4.42326821446385,4.3520539818227215,95.39948849491657,85.55892184567321,18,30,294,9.483870967741936,26.193500725317787,4.630916827052554,3.0122561143914313,0
auto_068,[Anonimo],Presencial,4.202643511274596,4.089635224877463,87.85851782681863,90.77383572141454,18,37,334,8.789473684210526,29.01065641908818,4.534420983226935,4.375549727253655,0
auto_069,[Anonimo],Hibrida,4.150466004966846,2.9391195099128056,77.2876270951803,94.35370864381945,18,48,267,5.448979591836735,10.441322973645818,4.423318200043787,2.9674584768718395,0
auto_070,[Anonimo],Hibrida,3.834841581026672,1.956403498929234,86.2957269692098,76.02404840331332,16,40,346,8.439024390243903,29.650425445120774,3.7109479612835345,4.014228790591579,0
auto_071,[Anonimo],Hibrida,1.8566044637610708,1.7896299012991719,45.38082630813615,39.8299326263692,4,12,14,1.0769230769230769,3.9616461460200516,2.9183592162730245,3.372689336482958,1
auto_072,[Anonimo],Hibrida,3.337775202368587,2.9808806636000638,79.7751245993617,86.03780196170239,19,41,362,8.619047619047619,26.287735585375227,4.099564506194518,3.839851097731679,0
auto_073,[Anonimo],Virtual,0.9215005184930021,0.31263091354415695,44.79243380858644,39.94588596011381,2,5,95,15.833333333333334,4.416222325967361,1.2995777754378037,2.3800474247367127,1
auto_074,[Anonimo],Virtual,4.094681061072572,3.940799183584379,72.38344925529151,69.45821478413939,19,42,294,6.837209302325581,12.643593155077435,3.7663675795340357,4.180323945717897,0
auto_075,[Anonimo],Hibrida,4.144413193594959,3.8081709560768138,64.82839285657099,65.59240703928921,15,37,380,10.0,18.7971127942767,4.539103179428632,3.568253197517533,0
auto_076,[Anonimo],Hibrida,1.1094607963257517,1.4861289467060907,66.65448005203221,57.99830601013072,4,7,31,3.875,3.891436607896705,0.8889265171710896,2.8949238781145206,1
auto_077,[Anonimo],Hibrida,2.292659956090129,2.0443264770455154,61.92440355189134,57.18318508972766,14,36,386,10.432432432432432,17.6190369004695,3.350207448555948,4.009008436022223,0
auto_078,[Anonimo],Presencial,4.568006898227587,3.8198529271854866,65.58285710246756,77.61713627034064,16,44,337,7.488888888888889,11.09130816565398,3.397847577722232,4.236315172921703,0
auto_079,[Anonimo],Presencial,3.464813780794117,3.75891352416969,70.55390281691965,62.480204994610006,13,31,329,10.28125,21.98922279317433,3.815774964656798,3.316570818359587,0
auto_080,[Anonimo],Presencial,3.1960569651698156,2.7657783202020942,58.1331957698563,47.154474424907924,16,49,393,7.86,28.048065522213495,4.084567600913518,4.296283636923666,0
auto_081,[Anonimo],Hibrida,1.6868104727645523,1.7027324829679364,56.85557844077567,55.55532864543673,3,9,86,8.6,6.160532768337854,2.876488641567296,1.3833686382460118,1
auto_082,[Anonimo],Hibrida,3.525591152056609,2.9391447283409287,85.82732608543976,98.14688111053822,12,30,343,11.064516129032258,14.32665555261654,4.711321607320286,3.685057723818095,0
auto_083,[Anonimo],Presencial,3.6434784878293947,2.9535823565309327,53.55919495829296,56.589976878324066,5,12,18,1.3846153846153846,6.520832663957581,2.1981847527358336,1.9208077346059127,1
auto_084,[Anonimo],Virtual,2.047276966618161,1.7977779047295788,59.52276990799292,59.87695912683673,3,11,69,5.75,7.237156529393987,1.1307052728987579,2.343687719058381,1
auto_085,[Anonimo],Virtual,4.278498526240334,3.986195712366545,81.12950506233113,86.57309303748721,15,44,306,6.8,26.409751689605496,3.0384542856788834,4.0113154263384345,0
auto_086,[Anonimo],Hibrida,1.1653816337030691,1.1532778549231688,35.81644898238375,23.359374653787228,3,10,96,8.727272727272727,6.381495137177427,1.6189124206856662,1.8685291954242604,1
auto_087,[Anonimo],Hibrida,4.64836078977048,4.1871733377846345,67.10598535377436,77.05304189152469,14,30,328,10.580645161290322,21.76000926859257,4.068605550169083,3.5075034370914926,0
auto_088,[Anonimo],Virtual,2.577925022304302,1.1761091520420637,32.61884205031567,41.45319236435211,7,6,27,3.857142857142857,3.1198396387860954,3.3751329984623575,2.327512337145582,1
auto_089,[Anonimo],Presencial,3.5415060025276577,2.9818416723746246,61.896793195256244,62.803708454299034,18,39,294,7.35,25.99566728891567,4.507582445786443,3.960466329067722,0
auto_090,[Anonimo],Virtual,2.484490679028528,2.6607817593148173,63.6701937110518,78.72943882901598,1,9,32,3.2,3.7072483140616024,2.3464948791659714,1.9172307026557256,1
auto_091,[Anonimo],Presencial,2.556635336971176,2.078209689425312,77.06207207752237,70.78711108799199,14,46,424,9.02127659574468,26.518646171000324,5.0,3.7595831052440105,0
auto_092,[Anonimo],Virtual,4.08605696803647,3.638226926527741,81.6390146398174,97.91810457235309,19,35,246,6.833333333333333,22.629175851660413,5.0,4.348083998579645,0
auto_093,[Anonimo],Presencial,3.0794399442725497,3.371265847816112,60.89286473250178,67.43780138845429,13,32,380,11.515151515151516,25.688109464255945,3.79113055845149,3.7411537135653927,0
auto_094,[Anonimo],Virtual,2.683612261084294,1.9564283247289402,53.2089719606695,54.84344606188777,5,13,78,5.571428571428571,3.1774743002369936,3.1136157992851827,3.2968945719289033,1
auto_095,[Anonimo],Virtual,2.734348569647476,1.5086666387017362,82.16673861904061,86.9680022653575,18,45,398,8.652173913043478,18.282821364313325,4.497348908401218,5.0,0
auto_096,[Anonimo],Presencial,4.578881862492947,4.18250319077765,63.61982394930959,67.54717629120017,18,37,305,8.026315789473685,29.15891719852275,4.921903565950823,3.2881586815580386,0
auto_097,[Anonimo],Hibrida,1.823966281792399,1.2334619110431568,43.118186099956496,60.32101506413367,7,7,39,4.875,2.648267356258443,2.5887071533394153,1.6221053448231468,1
auto_098,[Anonimo],Virtual,2.412702583721639,1.5329547918696866,49.91819286239036,44.151401587680226,7,12,34,2.6153846153846154,4.8709464206431345,2.4746467492452866,1.3184600579744787,1
auto_099,[Anonimo],Hibrida,1.8506242111675237,1.4453971376283095,46.28839509439996,43.66320270293398,7,5,37,6.166666666666667,5.5133823727598115,1.156945020159171,1.908502874032771,1
auto_100,[Anonimo],Virtual,2.1470939082993423,2.1419972966474123,11.710494408786971,27.07352332951177,1,9,34,3.4,5.24824652544463,2.5582602688715377,3.4535194675308585,1
auto_101,[Anonimo],Hibrida,3.8797774313332125,3.574204294392523,41.553005541372094,40.5976561895335,7,7,83,10.375,2.516192942197659,1.5512405742549937,3.2600126629357167,1
auto_102,[Anonimo],Presencial,2.002379439403203,1.8865680830149456,32.2289034860953,46.23423425941121,7,6,87,12.428571428571429,2.342161484021716,1.725545546124355,2.6944037776435197,1
auto_103,[Anonimo],Presencial,3.6908712754443327,4.4789158945535865,66.6387381788451,88.6330980089322,16,46,394,8.382978723404255,11.191741947062875,3.180181482980815,4.79926905604817,0
auto_104,[Anonimo],Presencial,3.4161988924565794,2.910471575522041,81.98431880501673,82.9663685356004,16,45,211,4.586956521739131,22.087186394295422,2.510313682218674,4.40106422930906,0
auto_105,[Anonimo],Virtual,2.7953535771999496,2.6623627579867515,50.51222498211457,62.325848247867626,6,11,34,2.8333333333333335,5.266069325805926,4.2122942627152655,2.7413600071213886,1
auto_106,[Anonimo],Presencial,4.151247915317281,3.5457198977578006,68.53389772568714,61.99697491228856,12,42,482,11.209302325581396,20.468027418440165,3.4030822362208593,3.2918864721036774,0
auto_107,[Anonimo],Hibrida,4.582179171131722,3.7743633391995384,62.897343791085504,75.4446767717636,16,35,381,10.583333333333334,14.535452506392915,2.6889072813668173,3.4244231317235654,0
auto_108,[Anonimo],Hibrida,4.813949460925048,4.163004868874387,51.44849169992905,58.44273155979672,17,32,343,10.393939393939394,23.330439533860698,3.987038247575629,2.5804606702572865,0
auto_109,[Anonimo],Hibrida,3.3356824036109103,2.7484272606978974,51.30141735677762,61.03180017837977,5,12,84,6.461538461538462,2.249473759079563,2.364128374919803,2.4487377886810267,1
auto_110,[Anonimo],Virtual,2.871766619742573,2.7874520982708484,56.22236674365534,54.76664602330139,16,43,229,5.204545454545454,18.83667409603909,3.8267657207272334,4.478351593192829,0
auto_111,[Anonimo],Virtual,3.5105743872137065,4.62001985923416,76.1441303932957,64.53329623762397,12,44,283,6.288888888888889,13.267335167968405,3.6252909682905066,4.2584732578741855,0
auto_112,[Anonimo],Hibrida,3.9821963546080203,3.252570292842516,71.83862140701301,81.87114205450806,15,37,365,9.605263157894736,13.689181021197667,3.804382660712456,3.889243368523938,0
auto_113,[Anonimo],Virtual,3.125368751652572,2.5753935682832947,83.14971330525835,67.51568178046381,13,44,483,10.733333333333333,14.045878983164073,3.6776503425595304,3.9888498581409735,0
auto_114,[Anonimo],Virtual,3.1299943595734696,2.792120551706721,71.37545400612163,73.20194908369628,17,42,480,11.162790697674419,17.734141140879558,3.0911717328358996,3.655557228712297,0
auto_115,[Anonimo],Hibrida,4.040651517084919,3.9781308263107675,71.0466265638349,85.4584452280346,18,46,295,6.276595744680851,11.023004112407953,3.4711915938057407,4.102379441200892,0
auto_116,[Anonimo],Virtual,3.765943353900684,3.624073841073555,83.78244845145954,90.7014258101899,17,32,465,14.090909090909092,17.955868818581962,4.212767943008289,4.382939139740308,0
auto_117,[Anonimo],Presencial,1.2310624565753752,1.7015199329442454,38.73949779592373,63.222924243821865,3,8,73,8.11111111111111,5.498781314597501,4.37327487689431,1.8600475946384525,1
auto_118,[Anonimo],Presencial,3.2690532657099514,1.5132180233888264,78.79387148619334,94.04496301201107,15,34,495,14.142857142857142,19.665885699326502,4.000835883580092,4.149823843918674,0
auto_119,[Anonimo],Virtual,2.2114184542691473,0.4792605321517436,59.63725079017064,58.09826690691487,3,14,11,0.7333333333333333,4.188934821246792,3.4333099158081186,2.185557794350879,1
auto_120,[Anonimo],Hibrida,1.4368484644826842,0.8393215612765947,58.77681665913621,64.0499504576506,2,5,85,14.166666666666666,5.845793168592547,3.3317967833606548,3.301305460166848,1
auto_121,[Anonimo],Virtual,4.423138887787351,4.781519000313576,84.08146415984379,88.60775713439944,12,44,445,9.88888888888889,12.906533848410081,2.5937609721342874,4.3503503060602915,0
auto_122,[Anonimo],Virtual,2.749054765565361,1.5096659466020033,45.824011664997734,35.00224403153646,7,14,91,6.066666666666666,3.1396168187453655,3.2064200028258436,3.0684392818382284,1
auto_123,[Anonimo],Presencial,2.5076684964333342,0.40308909261708026,62.79980245708204,58.39581329223851,19,49,436,8.72,11.240828339131086,4.75731462468814,3.947828603506554,0
auto_124,[Anonimo],Virtual,2.6675303843779874,2.7102380281095124,26.122426339869982,25.51481727007138,2,14,84,5.6,5.3387878240929325,2.0952713660419326,2.8037117187087723,1
auto_125,[Anonimo],Hibrida,2.7524295214369445,2.5986238556585732,74.52831254846842,59.166107519909055,17,35,384,10.666666666666666,21.477316993541926,3.548443396009347,3.630971458169304,0
auto_126,[Anonimo],Hibrida,0.9486067106311591,0.0,40.3727581731627,45.84769285567913,3,13,27,1.9285714285714286,7.468035140471784,1.6528014936957325,2.395951765157104,1
auto_127,[Anonimo],Hibrida,3.741593421146747,2.850269660714189,79.00631959882242,81.515601152292,17,47,482,10.041666666666666,27.56067025688914,4.65170558065649,4.230135812491152,0
auto_128,[Anonimo],Virtual,2.785248346211029,1.9034021144302242,92.1764013819742,80.44746236885845,19,33,240,7.0588235294117645,21.157473513201463,3.6310652302199102,4.097421170135069,0
auto_129,[Anonimo],Presencial,3.154698130812281,2.9210193212966447,87.98120073207394,97.02332938484727,15,46,361,7.680851063829787,29.195820408097003,3.484649802440462,3.4901523401455714,0
auto_130,[Anonimo],Hibrida,1.1357490994088082,0.459959933699004,36.52838993743587,48.68711738434546,2,14,15,1.0,6.599163897329763,1.5881905564992018,2.2423774764063533,1
auto_131,[Anonimo],Hibrida,2.0487036873783735,2.0451420387636854,60.32074943144097,67.59109422008986,4,7,66,8.25,6.212644724682756,1.598132348400525,3.5603456872760626,1
auto_132,[Anonimo],Hibrida,3.848541035925375,1.8357650381827404,90.94719983442491,92.70651808233521,14,42,211,4.906976744186046,10.881317231407628,5.0,4.224317882257264,0
auto_133,[Anonimo],Hibrida,3.2947837126639223,2.4806725935872427,79.64170224827043,90.55612376578898,15,36,272,7.351351351351352,13.7055370066708,4.066415077178806,4.480993594535921,0
auto_134,[Anonimo],Presencial,3.9237746104975786,2.948142233950948,88.0917651022316,99.89396870699852,14,41,275,6.5476190476190474,20.82540221883356,3.886632612489772,3.8814940149936863,0
auto_135,[Anonimo],Presencial,1.039059447958753,0.5852550409352576,73.06447763057673,81.13851332777361,3,14,85,5.666666666666667,6.537522748534606,2.3306246699650086,1.36778624646065,1
auto_136,[Anonimo],Presencial,3.6098414227717623,2.987012767677679,87.28451455328377,84.03839204893616,17,48,209,4.26530612244898,10.911703158973376,3.8933447976308386,4.139633919108263,0
auto_137,[Anonimo],Virtual,1.198085244469505,1.376791512406965,31.975609021854503,39.74161667696631,6,12,86,6.615384615384615,4.4736783669899935,2.138816043485459,3.307577430876775,1
auto_138,[Anonimo],Presencial,4.738322736253243,3.322720673257209,87.54106168901704,100.0,19,44,375,8.333333333333334,26.84330753300762,4.393967949406623,4.159260502399437,0
auto_139,[Anonimo],Presencial,2.8902931341506815,2.6175880199491326,76.7386539971627,75.7723634110454,17,41,475,11.30952380952381,15.932249643141862,4.035456913867052,3.5041516682798446,0
auto_140,[Anonimo],Virtual,4.380812692515422,4.415814546442445,75.28683651941947,100.0,19,32,238,7.212121212121212,11.54375060452936,3.9105679511601945,3.683559862557604,0
auto_141,[Anonimo],Presencial,4.3679775881441145,5.0,70.7830291714352,70.52671983158136,16,46,259,5.51063829787234,13.397741464381145,3.31478038363305,4.094664153646187,0
auto_142,[Anonimo],Virtual,2.996215697873167,2.4071561152170817,93.7609603059853,99.08503043938666,17,32,265,8.030303030303031,12.538888275099453,4.682104759160856,4.148622136690062,0
auto_143,[Anonimo],Hibrida,4.373144350628403,4.267819513239913,65.17885600869599,63.45400004863262,19,48,323,6.591836734693878,12.465675585978937,4.2988216471998655,3.4053837674614353,0
auto_144,[Anonimo],Virtual,2.5234358039693583,1.1411181284319394,46.28530742105038,53.518015780252995,6,13,88,6.285714285714286,2.372220581772689,3.105182468816485,2.4524678549820047,1
auto_145,[Anonimo],Presencial,3.01421863562891,1.2790449130410957,80.99836948488445,68.5761525585317,19,33,358,10.529411764705882,14.916948849868007,4.501094912209163,4.286003139150236,0
auto_146,[Anonimo],Presencial,3.157748025290015,3.3646126507590353,58.2083259023767,57.74790791420949,17,32,256,7.757575757575758,17.16279433058289,3.6014574969688757,3.647635782194558,0
auto_147,[Anonimo],Hibrida,4.512363026790451,4.209026850601609,79.41179151589706,73.49057951241139,12,45,277,6.021739130434782,29.790106667686448,3.4307979044933776,3.231207601775412,0
auto_148,[Anonimo],Virtual,3.9900467175779535,4.397154331457007,49.79968190818051,56.15306538710342,17,41,393,9.357142857142858,23.686284978506897,3.444178129511828,3.9275477104592844,0
auto_149,[Anonimo],Hibrida,4.186033392667666,3.061991659285816,82.50609620197243,97.4505699570615,17,37,484,12.736842105263158,28.979613340940027,2.8373588681471453,3.77702814306942,0
auto_150,[Anonimo],Presencial,4.038412451480347,4.050353735197599,85.62277779586789,97.0828396670134,19,46,214,4.553191489361702,12.851131100662311,4.182925428250924,4.056570228526511,0
