id_estudiante,nombre,era,parcial_1,engagement_hasta_p1,parcial_1_modulos_unicos,parcial_1_temas_unicos,parcial_1_visitas,parcial_1_visitas_por_tema,parcial_1_tiempo_por_visita,promedio_ams,promedio_quices,reprobo
auto_020,[Anonimo],Presencial,2.7948964941743926,47.376946023172984,15,47,352,7.333333333333333,25.597019777866997,3.888038762852514,3.6017799094702103,0
auto_021,[Anonimo],Hibrida,2.138318632468717,66.76715411692562,5,5,90,15.0,3.558821486384959,1.2599887567048542,1.7074460890898373,1
auto_022,[Anonimo],Presencial,2.472921579853315,59.3890623912781,2,8,96,10.666666666666666,5.804034218597668,2.587301007975992,3.00353086790943,1
auto_023,[Anonimo],Presencial,3.1129439442664344,94.7396125620154,19,43,459,10.431818181818182,12.098603568363497,4.7672308137497605,3.5029468834789035,0
auto_024,[Anonimo],Presencial,4.12347243198429,72.01156752532346,17,38,258,6.615384615384615,14.840900317250549,2.805558075664238,3.984530501422188,0
auto_025,[Anonimo],Hibrida,3.9393417869014287,81.9186835566692,13,37,271,7.131578947368421,29.73325186534293,5.0,3.019920995853084,0
auto_026,[Anonimo],Virtual,3.3798481859888434,78.73500185452244,12,31,347,10.84375,12.849910858030265,4.335090839629045,5.0,0
auto_027,[Anonimo],Presencial,1.9882745334096352,77.8470439982651,3,11,91,7.583333333333333,5.247599472056661,3.2969484052535303,3.5512075797151192,1
auto_028,[Anonimo],Hibrida,4.376135333271695,32.87552571967273,5,5,98,16.333333333333332,7.777952023153968,1.6627290204252727,1.5283652082188746,1
auto_029,[Anonimo],Hibrida,3.8794621416758734,73.4649889022308,19,38,306,7.846153846153846,24.049299410882078,3.7483885871994214,4.584108860908432,0
auto_030,[Anonimo],Presencial,4.263491472164732,63.53351471279489,15,40,425,10.365853658536585,21.192973669738283,4.135250717820521,3.568547330624751,0
auto_031,[Anonimo],Hibrida,4.910211771301746,55.722644156909126,14,43,417,9.477272727272727,10.195416948383674,3.786661987329315,2.8486515052276418,0
auto_032,[Anonimo],Presencial,2.9335291508212054,77.44156363040668,15,33,440,12.941176470588236,16.529226164879837,4.231843965864288,3.7775271199376643,0
auto_033,[Anonimo],Presencial,5.0,65.92379105658836,15,42,458,10.651162790697674,20.35423286769423,3.8797880838547703,3.5625898099619406,0
auto_034,[Anonimo],Virtual,2.433538540334249,57.932955484827914,15,31,461,14.40625,11.757329982896668,3.329791090138959,2.861813245703999,0
auto_035,[Anonimo],Virtual,2.578590099658836,50.12633963665739,1,7,41,5.125,2.4070223546310316,2.8840317894562957,1.9006566074966957,1
auto_036,[Anonimo],Virtual,4.211822044539203,62.02142395662726,15,40,460,11.21951219512195,10.66406217582733,3.309436574824498,4.103546931116476,0
auto_037,[Anonimo],Presencial,3.9966943074145225,95.24569962087078,16,35,253,7.027777777777778,11.571569943100414,4.482540439160585,4.571163227269176,0
auto_038,[Anonimo],Presencial,0.9881222202513085,36.346445165063955,7,7,80,10.0,2.40410360881263,2.768597978480788,2.7893412683389243,1
auto_039,[Anonimo],Hibrida,3.654314424749907,74.90432830420059,16,39,414,10.35,12.654315080861206,2.752738103349084,3.2004317567764935,0
auto_040,[Anonimo],Hibrida,2.885119035458778,52.37878757259759,2,6,32,4.571428571428571,4.07529834171774,3.400250823398192,2.9659167679872502,1
auto_041,[Anonimo],Presencial,2.371274995304163,25.196501894690368,6,10,35,3.1818181818181817,5.725493106604863,3.393058356774813,1.6435245294115184,1
auto_042,[Anonimo],Hibrida,4.394721467914717,64.66458958406083,13,35,298,8.277777777777779,26.011733982181656,4.363849913506516,4.460674801493248,0
auto_043,[Anonimo],Presencial,4.049910840175533,93.27748892723588,12,31,219,6.84375,14.003004884896201,3.5380058608669724,4.705284002502579,0
auto_044,[Anonimo],Virtual,3.314963283317542,81.46692052421591,15,46,440,9.361702127659575,13.349651645181396,2.9479129706429466,4.607239566953673,0
auto_045,[Anonimo],Presencial,4.429719912803275,62.55304614808252,18,34,260,7.428571428571429,12.091356806688005,3.8194391379854937,4.138271833446334,0
auto_046,[Anonimo],Hibrida,4.015109664613626,72.7159358629967,13,35,377,10.472222222222221,22.728604990872732,3.8044656731419737,4.399749626752074,0
auto_047,[Anonimo],Presencial,4.369003483187272,64.4925809593829,12,41,261,6.214285714285714,24.129514529738024,3.3184802338117403,3.679753282615408,0
auto_048,[Anonimo],Hibrida,4.240740189346528,58.40640322842797,17,39,344,8.6,10.63172289651284,4.230622381345523,4.084197596237623,0
auto_049,[Anonimo],Hibrida,3.219703492354549,86.1141305703797,14,35,415,11.527777777777779,28.724244924873798,5.0,3.4043549303560967,0
auto_050,[Anonimo],Presencial,3.407873271862121,97.91299968564157,16,37,202,5.315789473684211,11.039425673029449,4.03336963047497,4.031342698443437,0
auto_051,[Anonimo],Virtual,3.066440994540222,45.07865549577275,2,7,68,8.5,3.9416613148972477,2.1821756245072255,3.169058978396441,1
auto_052,[Anonimo],Virtual,4.227259185803425,81.75563084028686,19,41,426,10.142857142857142,24.18121038901833,3.3376631706997064,4.861064302842485,0
auto_053,[Anonimo],Virtual,3.7853688842250963,67.19228917053807,12,42,468,10.883720930232558,27.41938247492171,4.738448821836223,3.8855085692548768,0
auto_054,[Anonimo],Virtual,3.882129168316147,69.15449539482364,17,36,319,8.621621621621621,24.281738642648556,3.85491349991399,4.045021418826643,0
auto_055,[Anonimo],Hibrida,2.612028213766928,28.985693559261083,5,6,27,3.857142857142857,4.67541623826049,1.7701128174138836,2.1921264944422996,1
auto_056,[Anonimo],Virtual,3.3859000278149187,64.6321107638422,18,42,267,6.209302325581396,16.78900385085612,3.9382130361909695,3.7725898420557735,0
auto_057,[Anonimo],Presencial,2.6120381490448388,46.804434475678484,4,11,26,2.1666666666666665,7.982747000946267,2.4254083342591377,2.1491302349941632,1
auto_058,[Anonimo],Presencial,5.0,52.71658251088124,6,11,23,1.9166666666666667,4.557087813415838,2.707281402639201,3.4330421977894314,1
auto_059,[Anonimo],Presencial,3.6476231577409455,78.24548190935806,16,31,304,9.5,27.896333121210553,4.623692037402355,3.509541278519851,0
auto_060,[Anonimo],Presencial,3.1084525121444795,28.130368622431963,3,11,33,2.75,2.981742927150015,3.277279707681025,2.9796752906251953,1
auto_061,[Anonimo],Presencial,4.377791444291621,72.13262343760309,13,30,228,7.354838709677419,26.345955399249874,3.729634913470479,4.34013268964774,0
auto_062,[Anonimo],Presencial,4.369456745200447,64.10923605550083,17,48,336,6.857142857142857,19.046365690366002,4.140715329796134,4.578907421012005,0
auto_063,[Anonimo],Virtual,4.71383516500803,68.07874403318,15,33,394,11.588235294117647,22.871553903930497,4.199782260675574,3.7742951711996806,0
auto_064,[Anonimo],Presencial,3.814702689142931,84.06469470990908,17,48,425,8.673469387755102,20.528053218722263,3.1221744484416947,3.78197325617506,0
auto_065,[Anonimo],Presencial,4.277367079906474,81.01100625149257,18,40,369,9.0,24.631790435106637,4.589651836958229,4.141271763053396,0
auto_066,[Anonimo],Hibrida,2.010545114607993,46.73511951439288,5,12,49,3.769230769230769,5.927067285686811,2.8798413435583714,3.550454812470972,1
auto_067,[Anonimo],Presencial,4.026916446741909,76.1919876651507,12,40,239,5.829268292682927,11.207041679811276,3.7348060658967417,3.609143739694016,0
auto_068,[Anonimo],Virtual,3.7088998619426206,84.01664548046146,18,33,224,6.588235294117647,14.942064680202929,4.350825592245568,4.439796293993183,0
auto_069,[Anonimo],Presencial,3.8678971754949028,54.967136626543535,17,46,460,9.787234042553191,13.190893602263767,4.348299134555749,4.303565550391809,0
auto_070,[Anonimo],Virtual,4.216609917805839,81.52032230855922,18,36,425,11.486486486486486,27.435671331844034,3.4795009926803484,4.655579443159053,0
auto_071,[Anonimo],Virtual,2.749008152299611,41.2655377728139,6,9,24,2.4,7.661695521005593,2.7924943442513035,4.471902108686146,1
auto_072,[Anonimo],Presencial,5.0,81.8471840231179,19,32,237,7.181818181818182,29.517305116382627,3.5637311091062855,3.748768756544692,0
auto_073,[Anonimo],Presencial,3.0957878329502084,65.84089012148979,18,31,450,14.0625,16.737915835422136,4.991743828019193,4.140589781134726,0
auto_074,[Anonimo],Virtual,2.950067971048587,53.34141479202577,16,44,375,8.333333333333334,13.642358313773986,3.403083611240542,3.5371895751128166,0
auto_075,[Anonimo],Hibrida,4.610677611450047,55.46949074540205,18,34,289,8.257142857142858,25.79397014284958,4.043686477023538,4.320843718577325,0
auto_076,[Anonimo],Hibrida,4.354163885774055,75.57701935993659,12,30,236,7.612903225806452,23.17415551001752,3.4307894178554355,4.6123135436131655,0
auto_077,[Anonimo],Virtual,1.6277570325920254,60.876367302743816,3,7,42,5.25,4.456004037890258,1.8959712551511836,2.2026296773656795,1
auto_078,[Anonimo],Presencial,4.239841856484996,64.1482004987471,12,44,483,10.733333333333333,21.107271018752627,3.1573074335477305,4.019295970113516,0
auto_079,[Anonimo],Presencial,1.6157066946262908,27.251122310013372,1,12,51,3.923076923076923,3.379727635346517,2.4778093911551435,2.9062061362492004,1
auto_080,[Anonimo],Presencial,3.1719219399599177,55.06175925277248,15,48,313,6.387755102040816,14.569094826625975,3.4590537513133204,4.899635787509499,0
auto_081,[Anonimo],Virtual,3.8530631907356083,74.2070424162322,12,32,239,7.242424242424242,29.926678321134837,3.6875354151312076,4.372900625530201,0
auto_082,[Anonimo],Hibrida,3.3259868019415215,60.46780560285052,16,49,423,8.46,29.495863242935663,4.1721227002471055,4.296714586596805,0
auto_083,[Anonimo],Presencial,3.915155271460261,67.53535578144042,7,10,43,3.909090909090909,4.211158062342567,1.3193662115348124,0.1893830358458204,1
auto_084,[Anonimo],Presencial,2.7071352178544092,46.111421706296625,7,9,39,3.9,7.186149499037822,3.768013267053685,2.7346154513068024,1
auto_085,[Anonimo],Presencial,3.222151962245242,64.67503961659257,14,42,255,5.930232558139535,23.604564848625827,2.9778312239842077,4.278410420387499,0
auto_086,[Anonimo],Presencial,2.349163451815542,24.29847812677663,5,6,22,3.142857142857143,7.80916056748833,2.5669654877085577,1.8653744849330613,1
auto_087,[Anonimo],Hibrida,1.6705708281852898,19.44926340967268,4,11,27,2.25,3.1131530942187267,3.204628315950216,2.9320901693465014,1
auto_088,[Anonimo],Hibrida,3.4053928130372175,68.07729756572222,12,38,436,11.179487179487179,15.153657770224275,2.8888134367428355,3.3593511632615725,0
auto_089,[Anonimo],Virtual,3.2244457231034978,85.0283053447817,13,31,488,15.25,19.252459134786328,4.088630096432908,3.1311351224743538,0
auto_090,[Anonimo],Hibrida,3.9705810480443384,61.44351774410858,14,38,461,11.820512820512821,27.36545010816761,3.8987497215478895,3.0260582433394188,0
auto_091,[Anonimo],Presencial,3.9714765997761057,81.35765013498339,17,38,415,10.64102564102564,24.54338139532616,4.148725088627873,4.289721286433631,0
auto_092,[Anonimo],Hibrida,2.8926041553360973,43.66319940730818,7,9,71,7.1,6.566143945657993,2.6199955667069172,2.449874435038044,1
auto_093,[Anonimo],Virtual,1.239762874355379,25.432957492427203,4,7,71,8.875,5.7573219297884926,0.783693144661584,2.0490807780589257,1
auto_094,[Anonimo],Hibrida,3.962434956150345,65.43725693435428,13,30,291,9.387096774193548,16.91869985093926,2.752136144892585,3.8342718511376805,0
auto_095,[Anonimo],Virtual,2.786340960951873,81.92486552616649,14,40,258,6.2926829268292686,17.420775259692054,4.485830372077261,4.105235270765243,0
auto_096,[Anonimo],Hibrida,2.814775357936411,72.56345536748408,13,37,258,6.7894736842105265,29.752991274721158,4.562429481890012,3.917718464495703,0
auto_097,[Anonimo],Hibrida,3.6123633922248777,37.2919962399496,3,6,19,2.7142857142857144,5.699901887124428,2.9493196464065665,2.741959771488099,1
auto_098,[Anonimo],Hibrida,2.5239853687687646,29.111797171665728,7,5,39,6.5,6.779223745857058,2.871857238993407,1.9976572105968406,1
auto_099,[Anonimo],Presencial,1.191292836531964,44.059813540902425,3,9,34,3.4,4.8891341090753,3.4607808755378366,2.512549371036482,1
auto_100,[Anonimo],Presencial,2.934289557643821,59.327134807518576,3,8,93,10.333333333333334,2.7038491337743666,2.0647400675403893,1.9170146549004774,1
