semestre,era,id_estudiante,estado,nota_100,parcial_1,parcial_1_modo,parcial_2,parcial_2_modo,parcial_3,parcial_3_modo,fase_1,fase_1_modo,fase_2,fase_2_modo,taller_1,taller_1_modo,taller_2,taller_2_modo,taller_3,taller_3_modo,am_1,am_1_modo,am_2,am_2_modo,am_3,am_3_modo,am_4,am_4_modo,am_5,am_5_modo,am_6,am_6_modo,quiz_1,quiz_1_modo,quiz_2,quiz_2_modo,quiz_3,quiz_3_modo,quiz_4,quiz_4_modo,quiz_5,quiz_5_modo,quiz_6,quiz_6_modo,promedio_ams,promedio_quices,actividades_n_realizadas,actividades_tiempo_promedio,actividades_tiempo_total,actividades_visitas_total,engagement_hasta_p1,engagement_hasta_p2,engagement_hasta_p3,parcial_1_modulos_unicos,parcial_1_temas_unicos,parcial_1_tiempo_hrs,parcial_1_tiempo_por_visita,parcial_1_visitas,parcial_1_visitas_por_tema,parcial_2_modulos_unicos,parcial_2_temas_unicos,parcial_2_tiempo_hrs,parcial_2_tiempo_por_visita,parcial_2_visitas,parcial_2_visitas_por_tema,parcial_3_modulos_unicos,parcial_3_temas_unicos,parcial_3_tiempo_hrs,parcial_3_tiempo_por_visita,parcial_3_visitas,parcial_3_visitas_por_tema,promedio_tiempo_por_visita,total_modulos,total_temas,total_tiempo_hrs,total_visitas
202320,formato_antiguo,182b23ce5d2ec6851f316e4afba9bf10a9f7b39517e227f97e17a731877ae77e,RETIRADO,0.36,1.79,ind,0.0,ind,0.0,ind,0.0,grup,0.0,grup,0.0,grup,0.0,grup,0.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,18bc5bb20cb67d3a6ed4a846cbdf07fb3ec177096727446ba69e616ada06ce9e,APROBÓ,3.84,3.41,ind,3.2,ind,3.8,ind,5.0,grup,4.85,grup,4.8,grup,5.0,grup,4.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,3.82,,0.0,0.0,0.0,0.0,3.564722222222222,13.888055555555557,20.32166666666667,6.0,9.0,3.564722222222222,8.226282051282052,26.0,2.888888888888889,5.0,6.0,10.323333333333334,34.41111111111112,18.0,3.0,7.0,10.0,6.433611111111111,19.300833333333337,20.0,2.0,12.399063670411984,36.0,68.0,36.78388888888889,178.0
202320,formato_antiguo,1bbd0136d965da6aa3fc085d62fed504f59f2d0c96f46982acf141beb5dc2282,RETIRADO,0.75,1.31,ind,0.0,ind,0.0,ind,4.74,grup,0.0,grup,0.85,grup,0.0,grup,0.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,1c6c07eebbfd02f721268123a1f28b0972b7573cb7e0dc03e4149bf47d2389d0,APROBÓ,4.71,5.86,ind,4.13,ind,4.45,ind,4.95,grup,4.5,grup,5.0,grup,4.05,grup,5.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,4.27,,0.0,0.0,0.0,0.0,30.10083333333333,40.778333333333336,60.14,10.0,19.0,30.10083333333333,18.429081632653062,98.0,5.157894736842105,10.0,13.0,10.6775,12.561764705882352,51.0,3.923076923076923,13.0,20.0,19.361666666666668,15.087012987012988,77.0,3.85,13.782261208576996,64.0,140.0,157.11777777777775,684.0
202320,formato_antiguo,1db1f5efdb3558b62a865a1bd2b8189f3dbd24fc99a8ad56dbed4a3159b7fc9f,APROBÓ,3.05,2.84,ind,2.05,ind,2.6,ind,4.35,grup,4.4,grup,4.4,grup,4.5,grup,5.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,4.17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,1f20040f2eed15800f9b2fa45e53eb12ad2dc2a61d44432f48d8b5f9ea301ccd,APROBÓ,4.53,4.94,ind,3.68,ind,4.73,ind,4.8,grup,4.8,grup,4.85,grup,5.0,grup,4.75,grup,,,,,,,,,,,,,,,,,,,,,,,,,4.63,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,2238f7d1dd0633c3b4583243299c8fd61e8a4d915e5f3837a0d8d6edd9b63463,APROBÓ,3.68,2.86,ind,2.7,ind,4.13,ind,4.75,grup,5.0,grup,3.95,grup,4.9,grup,5.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,3.89,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,2295e56d61cfa0a2824543c80f9b5d4b463e8f4915f6bcda5156242e1182a840,APROBÓ,3.6,5.24,ind,3.0,ind,2.5,ind,5.0,grup,4.7,grup,4.0,grup,3.85,grup,1.8,grup,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,249fe6c822d1cf354ec416d09254616216c3898f89d373a1efba647cb65a15ef,APROBÓ,3.79,3.34,ind,3.53,ind,3.45,ind,4.95,grup,4.5,grup,4.0,grup,5.0,grup,4.65,grup,,,,,,,,,,,,,,,,,,,,,,,,,3.99,,0.0,0.0,0.0,0.0,20.41777777777778,33.30305555555556,35.77166666666667,10.0,20.0,20.41777777777778,14.75983935742972,83.0,4.15,8.0,11.0,12.885277777777778,28.63395061728395,27.0,2.4545454545454546,7.0,8.0,2.468611111111111,10.579761904761906,14.0,1.75,14.757866666666668,51.0,114.0,92.23666666666666,375.0
202320,formato_antiguo,2684753c6ce7ad40b989d8156006463e8b7dc242a687c10c8bf5e1505528d55d,APROBÓ,3.96,3.29,ind,3.73,ind,3.88,ind,4.5,grup,4.8,grup,4.55,grup,4.9,grup,5.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,4.58,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,290e9011da780e8d430f9ac87685226b4f6e16345cf091f75b94ae7d91039a2b,APROBÓ,3.29,2.74,ind,2.03,ind,3.73,ind,4.7,grup,5.0,grup,4.9,grup,4.4,grup,4.5,grup,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,0.0,0.0,0.0,3.7688888888888887,4.424722222222222,14.63111111111111,8.0,13.0,3.7688888888888887,6.460952380952381,35.0,2.6923076923076925,6.0,10.0,0.6558333333333334,3.026923076923077,13.0,1.3,8.0,15.0,10.206388888888888,15.309583333333332,40.0,2.6666666666666665,12.273560606060606,44.0,95.0,45.00305555555556,220.0
202320,formato_antiguo,2c2754a8096695332b47dbee54ce59d6f62ae6f24e54809b1081e7fad479e444,APROBÓ,3.3,2.56,ind,3.18,ind,3.28,ind,4.0,grup,4.85,grup,2.88,grup,3.9,grup,2.75,grup,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,3010ab2b6a7b5a9819e5b74da3d043d8f79ac964f6f82e850107aceca28db259,APROBÓ,3.85,3.19,ind,3.03,ind,4.23,ind,5.0,grup,4.9,grup,4.5,grup,4.3,grup,5.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,3.63,,0.0,0.0,0.0,0.0,14.248888888888889,27.106388888888887,32.12444444444444,10.0,20.0,14.248888888888889,14.248888888888889,60.0,3.0,8.0,10.0,12.8575,35.065909090909095,22.0,2.2,6.0,10.0,5.018055555555556,10.036111111111111,30.0,3.0,13.271546961325967,50.0,111.0,80.07166666666667,362.0
202320,formato_antiguo,3173748a76fb45d7ae84d07e6627ae653bed94176a4c615296e56b3a23b79d5d,APROBÓ,3.2,2.91,ind,3.0,ind,2.1,ind,4.7,grup,4.73,grup,2.15,grup,3.75,grup,3.25,grup,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,0.0,0.0,0.0,18.89527777777778,23.329444444444444,24.81055555555556,9.0,18.0,18.89527777777778,15.116222222222223,75.0,4.166666666666667,8.0,11.0,4.434166666666667,8.3140625,32.0,2.909090909090909,8.0,11.0,1.481111111111111,2.2786324786324785,39.0,3.5454545454545454,9.571009389671362,56.0,120.0,67.95416666666667,426.0
202320,formato_antiguo,319ce8be1bf0e2fa8aedcc6a4a28ff7a987c3f371c480b9ea7834d97e61345e4,REPROBÓ,2.71,2.21,ind,2.5,ind,2.3,ind,4.33,grup,4.35,grup,4.1,grup,4.75,grup,0.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,33b61ba5f7abaa613dc790a9a8f8244ea85e785d60b3aac1358cf690b899f55d,APROBÓ,3.41,1.36,ind,3.85,ind,4.63,ind,4.0,grup,4.85,grup,0.7,grup,4.25,grup,0.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,12.909166666666666,15.094722222222222,15.255555555555556,8.0,14.0,12.909166666666666,12.697540983606556,61.0,4.357142857142857,8.0,10.0,2.185555555555556,5.043589743589744,26.0,2.6,8.0,11.0,0.1608333333333333,0.5078947368421053,19.0,1.7272727272727273,7.74132075471698,34.0,77.0,34.19083333333333,265.0
202320,formato_antiguo,3425c60b4d00bc5095e81b6ce4305a9cddb2b9f50d5e14b34aa324d0cfb3c9f2,APROBÓ,3.53,2.36,ind,2.95,ind,3.68,ind,4.95,grup,4.5,grup,5.0,grup,4.05,grup,5.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,4.35,,0.0,0.0,0.0,0.0,9.383333333333333,10.058055555555557,14.256666666666666,3.0,5.0,9.383333333333333,40.21428571428572,14.0,2.8,2.0,2.0,0.6747222222222222,5.783333333333333,7.0,3.5,4.0,8.0,4.198611111111111,10.952898550724637,23.0,2.875,15.88068376068376,36.0,67.0,51.61222222222222,195.0
202320,formato_antiguo,35a2e712719ebe8015090c0c5577c12c2aca38aaf118eb0768d923fb6377a082,APROBÓ,3.88,3.56,ind,3.98,ind,3.33,ind,4.47,grup,4.7,grup,3.2,grup,4.75,grup,5.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,4.12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,383e15d930c6e207412b208abaf0815589a8c594d1b3b122544b44db7abfc860,APROBÓ,4.65,4.51,ind,4.73,ind,4.41,ind,4.78,grup,5.0,grup,5.0,grup,5.0,grup,5.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,4.68,,0.0,0.0,0.0,0.0,73.06194444444445,135.76611111111112,197.79472222222225,11.0,25.0,73.06194444444445,18.496694796061888,237.0,9.48,12.0,20.0,62.704166666666666,19.3930412371134,194.0,9.7,15.0,29.0,62.02861111111111,20.337249544626594,183.0,6.310344827586207,16.528812559017943,62.0,164.0,388.9780555555556,1412.0
202320,formato_antiguo,3875b8f43c813a5d3a8ee80136208140bb0960032a27455b1caaa667a26f067b,APROBÓ,3.08,2.96,ind,1.75,ind,3.1,ind,4.95,grup,4.9,grup,4.8,grup,3.8,grup,0.9,grup,,,,,,,,,,,,,,,,,,,,,,,,,2.71,,0.0,0.0,0.0,0.0,4.802777777777778,6.050555555555556,9.348055555555556,6.0,15.0,4.802777777777778,6.003472222222222,48.0,3.2,4.0,8.0,1.247777777777778,3.119444444444445,24.0,3.0,5.0,10.0,3.2975,5.347297297297297,37.0,3.7,8.07671497584541,39.0,93.0,46.44111111111111,345.0
202320,formato_antiguo,38f2dacfb18a47c76c0271d06b79b62090a6add12af416e1e87db04d58f50421,RETIRADO,0.98,1.59,ind,0.0,ind,0.0,ind,3.5,grup,0.0,grup,4.05,grup,5.0,grup,0.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,3.28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,3bb796a79dd0f34bf7573236441ecc4338057f380ba44e4d302f9d162364b688,REPROBÓ,2.93,3.96,ind,1.8,ind,2.9,ind,3.75,grup,5.0,grup,0.0,grup,0.0,grup,0.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,3e1ff9ecc23a1e252cc4e07f8a43fd2f72644aabef58773d2b8041d368146df0,RETIRADO,0.5,0.0,ind,0.0,ind,0.0,ind,3.45,grup,0.0,grup,4.55,grup,4.9,grup,0.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,3e8d4564d5dffc519a920bc9d5c9f722331d1286e0735a5e31b10f36d94ef810,RETIRADO,0.61,0.99,ind,0.0,ind,0.0,ind,3.45,grup,0.0,grup,4.1,grup,0.0,grup,0.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,3fd05b99810b552c0f6f5a9b8b057de2e9473ba5d41763eba56bd273c7d65e8b,APROBÓ,4.73,5.71,ind,4.4,ind,4.32,ind,5.0,grup,4.95,grup,4.8,grup,5.0,grup,2.55,grup,,,,,,,,,,,,,,,,,,,,,,,,,4.22,,0.0,0.0,0.0,0.0,13.219722222222222,19.418333333333333,23.439722222222223,7.0,12.0,13.219722222222222,14.42151515151515,55.0,4.583333333333333,7.0,10.0,6.198611111111111,14.30448717948718,26.0,2.6,9.0,10.0,4.021388888888889,12.064166666666669,20.0,2.0,10.518326947637291,41.0,85.0,45.75472222222222,261.0
202320,formato_antiguo,438cd82562d9cdcd20013f33634df6c5d87f97ac987feb2e6e8838a86d7a30f7,REPROBÓ,2.41,2.39,ind,2.08,ind,1.78,ind,3.75,grup,5.0,grup,0.0,grup,0.0,grup,0.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,0.0,0.0,0.0,0.0,3.450833333333333,11.2625,11.70472222222222,6.0,13.0,3.450833333333333,5.17625,40.0,3.076923076923077,9.0,14.0,7.811666666666666,12.667567567567568,37.0,2.642857142857143,11.0,18.0,0.4422222222222222,1.1055555555555556,24.0,1.3333333333333333,8.425086805555555,41.0,88.0,26.960277777777776,192.0
202320,formato_antiguo,456e223c1584f490be558a35b8eef8308d17634c828ee48adcbe9d743ffbfffa,APROBÓ,3.48,3.69,ind,3.45,ind,3.74,ind,3.45,grup,2.6,grup,2.85,grup,4.75,grup,3.75,grup,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,4617819012039f6fd944f4e49d8335b64a4a6f1e642a27075e0451d3ae9acdf1,APROBÓ,3.29,2.71,ind,2.68,ind,2.88,ind,5.0,grup,5.0,grup,3.0,grup,4.3,grup,2.8,grup,,,,,,,,,,,,,,,,,,,,,,,,,3.77,,0.0,0.0,0.0,0.0,3.0877777777777777,7.252222222222223,19.69083333333333,10.0,21.0,3.0877777777777777,2.287242798353909,81.0,3.857142857142857,12.0,18.0,4.164444444444444,6.575438596491228,38.0,2.111111111111111,13.0,23.0,12.438611111111111,11.481794871794872,65.0,2.8260869565217392,11.134440104166666,60.0,154.0,95.01388888888889,512.0
202320,formato_antiguo,4a45f945c789170a5c943ee4406a12fdb00c0bc921e5f37d30dad9ab11fea7da,RETIRADO,1.14,4.26,ind,0.0,ind,0.0,ind,1.4,grup,0.0,grup,4.05,grup,0.0,grup,0.0,grup,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,4a4fb272df25ab9d9e6be014bf49a664bc92c8e4c1a5e3921d6d2a8fc1d345f9,APROBÓ,4.06,4.11,ind,3.03,ind,4.68,ind,4.7,grup,4.7,grup,3.3,grup,4.5,grup,4.15,grup,,,,,,,,,,,,,,,,,,,,,,,,,3.39,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,4c667e4fb38169e1e9554a8cb2c862bd70cfcdaebea2b30928b4dc23efe57d94,APROBÓ,3.7,3.74,ind,2.83,ind,3.68,ind,4.65,grup,5.0,grup,3.4,grup,5.0,grup,4.8,grup,,,,,,,,,,,,,,,,,,,,,,,,,2.85,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202320,formato_antiguo,4d47bcb9b710c47e0ca6e4f0b5fc2dbdfa8716d1580bca1ff56a80702aeae332,APROBÓ,4.89,5.44,ind,4.9,ind,4.39,ind,5.0,grup,4.9,grup,5.0,grup,4.85,grup,4.75,grup,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,0.0,0.0,0.0,35.91388888888889,70.81416666666667,86.94666666666666,10.0,18.0,35.91388888888889,14.461968680089486,149.0,8.277777777777779,12.0,18.0,34.90027777777778,20.330258899676377,103.0,5.722222222222222,15.0,25.0,16.1325,10.875842696629212,89.0,3.56,12.229290429042903,56.0,132.0,164.68777777777777,808.0
